premise, conclusion, weight
" Despite stating that Assads use of chemical weapons against his own people would cross a red-line after which the US would have to intervene, Obama failed to act when Assad killed more than 1,000 civilians through the use of sarin gas.", " Obamas actions in Syria had disastrous consequences.", 1.0
" The Council of Economic Advisers (CEA) has reported that Obamas policies reduced income inequality.", " Inequality stayed constant, and according to some indicators worsened, under the Obama administration.", -1.0
" Gender economic inequality persisted throughout Obamas administration.", " Inequality stayed constant, and according to some indicators worsened, under the Obama administration.", 1.0
" Obamas failure to recognise the resilience of authoritarian states and the ability of violent extremists to exploit power vacuums resulted in great devastation for developing countries in the Middle East during the Arab Spring.", " The Obama administration showed a strong commitment towards developing countries.", -1.0
" Obama increased trade with, and investment in, many developing countries in Africa.", " The Obama administration showed a strong commitment towards developing countries.", 1.0
" Obamas economic stimulus package failed to achieve its own goal of keeping unemployment down by 8% over the years that followed.", " In 2009, Obama introduced a $787 billion economic stimulus package to end the Great Recession and boost economic growth.", -1.0
" The fact that the majority of the voters in the 2016 general election voted for a candidate who promised to revoke many of Obamas policies shows that they did not represent the will of the American people in the first place.", " Many of Obamas policies have since been repealed by Trump, showing that he was not a good president.", 1.0
" Obama was able to keep his promise of expanding on military-led international humanitarian missions and increasing humanitarian aid.", " Not only did Obama fail to fulfil most of his promises regarding the protection of human rights and civil liberties, his administration saw a further disregardation in such rights.", -1.0
" In September 2017, the Trump administration rescinded a planned Obama administration rule that would have increased pay transparency and diminish pay gaps.", " Many of Obamas policies have since been repealed by Trump, showing that he was not a good president.", 1.0
" Obama is an esteemed role model for black Americans as the first black President of the United States.", " Obama was a role model for people who are traditionally overlooked in politics and leadership roles.", 1.0
" Obamas election inspired millions of young people to dream even bigger.", " Obama inspired hope and optimism.", 1.0
" By the end of Obamas tenure as president, the United States had finally been able to ally itself with Latin America.", " Obama was able to reach out to and create new allies for the US.", 1.0
" Obamacare attempted to make healthcare more available for all, whereas Trump has tried to repeal it on several occasions.", " Many of Obamas policies have since been repealed by Trump, showing that he was not a good president.", 1.0
" Obamas economic stimulus package was unsuccessful in bringing about a sustainable, strong economic recovery.", " In 2009, Obama introduced a $787 billion economic stimulus package to end the Great Recession and boost economic growth.", -1.0
" By repealing Defense Directive 1304.26, Obama allowed openly gay individuals to serve in the military for the first time in US history.", " Obamas social policies regarding LGBTQ+ individuals have elevated their social status and benefited them tremendously.", 1.0
" The fact that the policies of a President are repealed is a poor criteria to gauge their performance in office.", " Many of Obamas policies have since been repealed by Trump, showing that he was not a good president.", -1.0
" Actions of the Obama administration infringed on the right to religious freedom of individuals and states.", " Obamas social policies did not benefit religious and conservative Americans, as they undermined many of their core values.", 1.0
" Despite Obamas policies to assist LGBTQ+ individuals, anti-LGBTQ+ discrimination has been on the rise in the United States.", " Obamas social policies regarding LGBTQ+ individuals have elevated their social status and benefited them tremendously.", -1.0
" The rise of anti-establishment candidates in the 2016 presidential election is indicative of the fact that Americans on both sides of the political divide became disenchanted with the government during Obamas tenure.", " Obamas government lost the support of voters over the course of his presidency due to his failure to appeal to all Americans.", 1.0
" Obama was able to fulfil his promise of providing voters with greater transparency and disclosure of important information about public officials by launching the website ethic.gov.", " Obama failed in his promises to limit the influence of special interests and increase transparency in the legislature.", -1.0
" In 2017, Trump repealed an Obama administration policy that protected transgender individuals from discrimination.", " Obama and Trump have had different policies and views with regards to LGBTQ+ individuals.", 1.0
" In 2017, Trump repealed an Obama administration policy that protected transgender individuals from discrimination.", " Many of Obamas policies have since been repealed by Trump, showing that he was not a good president.", 1.0
" Obama failed in his promises to help undocumented immigrants.", " Obama was successful is fulfilling his campaign promises responding to pressing social issues.", -1.0
" Obama promised to eliminate warrantless wiretaps but loopholes in the legislation he created failed to get rid of the practice.", " Not only did Obama fail to fulfil most of his promises regarding the protection of human rights and civil liberties, his administration saw a further disregardation in such rights.", 1.0
" France, Mexico, Brazil and Germany questioned and accused the Obama administration of surveillance and phone tapping, which strained the relations of the US with said countries.", " The Obama administration created strains in the relationships between the US and its current allies.", 1.0
" Racial economic equality worsened under the Obama administration.", " Inequality stayed constant, and according to some indicators worsened, under the Obama administration.", 1.0
" After the Affordable Care Act, around 5 million Americans lost their healthcare benefits, due to the non-compliance of insurers with Obamacare standards.", " Obamas Affordable Care Act - dubbed Obamacare - has benefited millions of Americans.", -1.0
" Obama expressly described himself as a feminist, which is likely to have inspired and emboldened others to support womens rights.", " Obama was a role model for people who are traditionally overlooked in politics and leadership roles.", 1.0
" The fiduciary rule, introduced by Obama, hurt investors, which in turn hurts the economy.", " Obama introduced financial and banking regulation to protect the economy.", -1.0
" According to an online opinion poll, 66.4% of people feel that a President needs to be a good role model whereas only 33.6% feel that results matter more. Therefore, it is more important for a President to be a good role model for the people.", " Being a good role model to people does not necessarily equate to being a good President.", -1.0
" In the first quarter of 2009, before the economic stimulus package was introduced, there was a 4.4% drop in the economy. However, by the fourth quarter the economy grew by 4.5%, indicating that the economic stimulus played a pivotal role in the improvement.", " In 2009, Obama introduced a $787 billion economic stimulus package to end the Great Recession and boost economic growth.", 1.0
" During his Presidency, Obama committed significant amounts of money to help developing countries fight climate change.", " The Obama administration showed a strong commitment towards developing countries.", 1.0
" The Obama administration has been accused of either directly or indirectly financing terrorist groups.", " Obamas foreign policy decisions intensified the threat of terrorism rather than reducing it.", 1.0
" Obamacare has exacerbated government debt, which harms Americans.", " Obamas Affordable Care Act - dubbed Obamacare - has benefited millions of Americans.", -1.0
" Obama secured a significant portion of the white evangelical vote during both his election campaigns;if this voting bloc had grievances against him, they would have voted for the Republican candidate in overwhelming numbers.", " Obamas social policies did not benefit religious and conservative Americans, as they undermined many of their core values.", -1.0
" Obama failed to fulfil his promise to close down Guantanamo Bay detention camp.", " Not only did Obama fail to fulfil most of his promises regarding the protection of human rights and civil liberties, his administration saw a further disregardation in such rights.", 1.0
" Hope and optimism are not inherently good as they may result in unrealistic expectations which end up causing harm rather than benefit.", " Obama inspired hope and optimism.", -1.0
" Following Obamas promise to reduce Russian and US nuclear stockpiles, he signed the New START treaty with Russia, which involved both countries agreeing to reduce their nuclear arsenal.", " The Obama administration attempted to implement a reset policy in 2009, where Obama led a series of initiatives to improve relations with Russia in the long-term.", 1.0
" Following Obamas promise to reduce Russian and US nuclear stockpiles, he signed the New START treaty with Russia, which involved both countries agreeing to reduce their nuclear arsenal.", " Obama successfully fulfilled his promises regarding foreign policy.", 1.0
" Foreign policy and international diplomacy are complex and intricate, requiring large amounts of compromise and concessions. It is impossible to expect every foreign policy interaction of a president to be ethically sound.", " Many of Obamas foreign policies were unethical.", -1.0
" Obama successfully negotiated a nuclear non-proliferation deal with Iran.", " Obama was able to reach out to and create new allies for the US.", 1.0
" Obama was unrepresentative and unsupportive of American immigrants, who are frequently overlooked in politics.", " Obama was a role model for people who are traditionally overlooked in politics and leadership roles.", -1.0
" 15 out of 16 countries that were polled by the Pew Research Center had favourable views of the Obama administration.", " Many opinion polls provide evidence that people think Obama is a good role model.", 1.0
" Obama signed Executive Order 11478 in 2014, which provided legal protection to individuals against discrimination in the hiring process based on sexual orientation and gender identity.", " Obamas social policies regarding LGBTQ+ individuals have elevated their social status and benefited them tremendously.", 1.0
" The number of beneficiaries of disability insurance peaked during the Obama Presidency at 11 million. This means that even though funding for disability insurance may have fell, more Americans were able to benefit from disability insurance than ever before. Hence, Americans in need of disability insurance were better off during the Obama Presidency.", " The Social Security Disability Insurance Trust Fund significantly depleted during Obamas presidency, adversely affecting many Americans, because of his failure to develop a long-term solution to prevent its bankruptcy.", -1.0
" American workers lost out to a confluence of factors - such as globalisation and technological development - that are not directly linked to the Obama administrations actions.", " Obama did not adequately improve the economy, which is evidenced by his failed economic policies, as they were a big factor in the Democrats losing to Trump in the 2016 elections.", -1.0
" Obama did not reach across the aisle to to build policies which had bipartisan support, and this resulted in them being repealed when Republicans took control of Congress.", " The majority of Obamas main accomplishments were the result of executive orders or party-line voting, not bipartisan consensus.", 1.0
" Obama did not reach across the aisle to to build policies which had bipartisan support, and this resulted in them being repealed when Republicans took control of Congress.", " Many of Obamas policies have since been repealed by Trump, showing that he was not a good president.", 1.0
" Knut Hamsun was a Nobel Prize winner who was also a Nazi sympathizer - this indicates that awards do not necessarily make an individual worthy of being a role model.", " Obama has received many prestigious awards and honours which illustrates that he is a good role model to people.", -1.0
" Obama signed the Matthew Shepard  James Byrd Jr. Hate Crimes Prevention Act, making it a federal hate crime to assault people based on sexual orientation, gender and gender identity.", " Obamas social policies regarding LGBTQ+ individuals have elevated their social status and benefited them tremendously.", 1.0
" President Obamas policies regarding unions have been extremely exclusionary and detrimental towards African Americans and Hispanic Americans.", " Obamas policies have been significantly beneficial for racial minorities in the US.", -1.0
" At least until 2010 when Obamas views started wavering, he opposed same-sex marriage.", " Obamas social policies regarding LGBTQ+ individuals have elevated their social status and benefited them tremendously.", -1.0
" The unemployment rate for black Americans fell to around 7.8% during the Obama administration, from 12.7% during the Great Recession.", " Racial economic equality worsened under the Obama administration.", -1.0
" The unemployment rate for black Americans fell to around 7.8% during the Obama administration, from 12.7% during the Great Recession.", " Obamas policies have been significantly beneficial for racial minorities in the US.", 1.0
" Solyndra, his support for solar, was such a large monetary failure, that it set back the entire environmental industry, even to today.", " A lot of his do good concepts ended up as terrible financial failures that are still felt today.", 1.0
" During his Presidency the Democrats failed to win hundreds of elected positions, which suggests that Obama failed to keep voters on side.", " Obamas government lost the support of voters over the course of his presidency due to his failure to appeal to all Americans.", 1.0
" The Obama administrations increase in the use of drones was ineffective and caused significant harm.", " The Obama administration has repeatedly failed in the Middle East.", 1.0
" Trump pulled out of the Trans-Pacific Partnership, which was considered to be a hallmark trade deal that was made by the Obama administration.", " The Trans-Pacific Partnership, which was solidified in the Obama administration, created several trade allies for the US.", -1.0
" Trump pulled out of the Trans-Pacific Partnership, which was considered to be a hallmark trade deal that was made by the Obama administration.", " Many of Obamas policies have since been repealed by Trump, showing that he was not a good president.", 1.0
" Trumps popularity in the Rust Belt states stems from the fact that he - unlike his Democrat counterparts - promised them jobs, which significantly contributed to his win over Hillary Clinton.", " Obama did not adequately improve the economy, which is evidenced by his failed economic policies, as they were a big factor in the Democrats losing to Trump in the 2016 elections.", 1.0
" In 2008, Obama won votes from conservatives through his support of the Defence of Marriage Act. However, he reversed his position completely in 2011, when he instructed the Attorney General to stop defending it in court. This seen as a betrayal by conservative evangelicals.", " Obamas growing support for same-sex marriage angered several conservative Americans.", 1.0
" In 2008, Obama won votes from conservatives through his support of the Defence of Marriage Act. However, he reversed his position completely in 2011, when he instructed the Attorney General to stop defending it in court. This seen as a betrayal by conservative evangelicals.", " The actions of Obama and his administration have been hypocritical and inconsistent, thus undermining his position as a good role model.", 1.0
" Obamas Pivot to Asia was a failure.", " Obama was able to reach out to and create new allies for the US.", -1.0
" There are a host of other factors considered by voters when making their decisions in the US Presidential Elections.", " It is a truism to call Obama a good role model, since any President that gets elected needs to be considered a good role model by the people on some level in order to win.", -1.0
" Obamas presidential campaign was run on a platform of hope.", " Obama inspired hope and optimism.", 1.0
" Obama introduced the Dodd Frank Act to stabilise banks and financial services providers, and improve their practices.", " Obama introduced financial and banking regulation to protect the economy.", 1.0
" Obamacare cost people a lot of money and left many without insurance.", " Obamas Affordable Care Act - dubbed Obamacare - has benefited millions of Americans.", -1.0
" Obamacare cost people a lot of money and left many without insurance.", " A lot of his do good concepts ended up as terrible financial failures that are still felt today.", 1.0
" Obama promised to end conflict in Iraq, but his withdrawal of troops has been criticised as a move that increased conflict in Iraq.", " Obama successfully fulfilled his promises regarding foreign policy.", -1.0
" Obama fulfilled his promise of helping Afghanistan strengthen its own armed forces.", " Obama successfully fulfilled his promises regarding foreign policy.", 1.0
" In 2009, for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples, Obama became only the fourth US President to ever be awarded with the Nobel Peace Prize.", " Obama has received many prestigious awards and honours which illustrates that he is a good role model to people.", 1.0
" Obama ineffectively handled the Arab Spring.", " The Obama administration has repeatedly failed in the Middle East.", 1.0
" Opinion polls that conclude that Obama is a good role model may suffer from confirmation bias as people have an incentive to feel that they made the right decision in voting for Obama.", " Many opinion polls provide evidence that people think Obama is a good role model.", -1.0
" Evidence suggests that Trumps economic policies have helped rescue the US economy from the economic harms caused by Obamas failed policies.", " Obama did not adequately improve the economy, which is evidenced by his failed economic policies, as they were a big factor in the Democrats losing to Trump in the 2016 elections.", 1.0
" Obamas actions in Syria had disastrous consequences.", " The Obama administration has repeatedly failed in the Middle East.", 1.0
" Saudi Arabia, Israel, Jordan and the UAE signaled a shift in their relations with the US over the Obama administrations policies regarding Iran and Syria.", " The Obama administration created strains in the relationships between the US and its current allies.", 1.0
" Despite speaking of the importance of democratic values, the Obama administration did little to prevent - and may even have lent support to - a coup of the democratically elected president of Honduras.", " Many of Obamas foreign policies were unethical.", 1.0
" Obama has won two Grammy Awards in the Best Spoken Word Album category for his two memoirs Dreams from My Father in 2005, and The Audacity of Hope in 2007.", " Obama has received many prestigious awards and honours which illustrates that he is a good role model to people.", 1.0
" DACA afforded undocumented immigrants access to greater educational and employment opportunities.", " Obama implemented the DACA - Deferred Action for Childhood Arrivals - Act, which benefited undocumented immigrants who were brought to the US as children.", 1.0
" The Obama administration financed several counter-terrorist initiatives during his time in office.", " Obamas foreign policy decisions intensified the threat of terrorism rather than reducing it.", -1.0
" Despite being elected as President, Donald Trump is seen by the majority of Americans as being a poor role model for children.", " It is a truism to call Obama a good role model, since any President that gets elected needs to be considered a good role model by the people on some level in order to win.", -1.0
" There was a lack of transparency over Obamas use of drones, which left many American unaware of how much destruction they were causing. This raises questions about the ethical nature of Obamas foreign policy.", " The Obama administrations increase in the use of drones was ineffective and caused significant harm.", 1.0
" There was a lack of transparency over Obamas use of drones, which left many American unaware of how much destruction they were causing. This raises questions about the ethical nature of Obamas foreign policy.", " Many of Obamas foreign policies were unethical.", 1.0
" DACA shielded undocumented immigrants from deportation for up to two years. This enabled over 690,000 people to access temporary social security numbers and public services.", " Obama implemented the DACA - Deferred Action for Childhood Arrivals - Act, which benefited undocumented immigrants who were brought to the US as children.", 1.0
" Obama succeeded in his promises to reform the justice system.", " Not only did Obama fail to fulfil most of his promises regarding the protection of human rights and civil liberties, his administration saw a further disregardation in such rights.", -1.0
" The majority of Obamas main accomplishments were the result of executive orders or party-line voting, not bipartisan consensus.", " Obamas failure to build a functioning relationship with the Republican Party during his presidency is an example of how he failed to be a good president to all Americans.", 1.0
" Surveys show that 33% of US voters believe that life for black individuals has gotten better since Trumps election, whereas only 13% thought so at the end of the Obama-era.", " Obamas policies have been significantly beneficial for racial minorities in the US.", -1.0
" Obama strengthened key alliances in Western Europe that had been weakened during the George Bush era.", " The Obama administration created strains in the relationships between the US and its current allies.", -1.0
" Obama promised to take action on climate change, and successfully signed the US up to the Paris Agreement.", " At the same time, Obama did little to further the fight on climate change in the US, which means that developing countries will still suffer from ramifications of US complacency on tackling global warming.", -1.0
" Obama promised to take action on climate change, and successfully signed the US up to the Paris Agreement.", " Obama was successful is fulfilling his campaign promises responding to pressing social issues.", 1.0
" Following the economic stimulus package, GDP grew from 1.4% to 3.8% for the fourth quarter in 2009.", " In 2009, Obama introduced a $787 billion economic stimulus package to end the Great Recession and boost economic growth.", 1.0
" Many Presidents are considered role models by their voter base.", " It is a truism to call Obama a good role model, since any President that gets elected needs to be considered a good role model by the people on some level in order to win.", 1.0
" A poll by Gallup in 2015 concluded that Obama was the most polarising US President in history, owing to the stark difference in his approval rating among Republicans and Democrats.", " Even most of Obamas political opponents think he was a good role model as a president.", -1.0
" Drone strikes - one of Obamas main policies for combating terrorism - furthered the threat of terrorism, as extremists used them and their indiscriminate killing as a recruitment tool.", " Obamas foreign policy decisions intensified the threat of terrorism rather than reducing it.", 1.0
" Drone strikes - one of Obamas main policies for combating terrorism - furthered the threat of terrorism, as extremists used them and their indiscriminate killing as a recruitment tool.", " Obama has come under criticism for significantly expanding the scope of the Bush War on Terror through greatly increased use of drones in conflict zones.", 1.0
" This failure has increased the deterioration of the Department of Education (DOE) as well as created issues that face schools today.", " A lot of his do good concepts ended up as terrible financial failures that are still felt today.", 1.0
" Obama successfully passed the Affordable Care Act (ACA) - one of his core campaign promises.", " Obama was successful is fulfilling his campaign promises responding to pressing social issues.", 1.0
" Obama failed in his promises to fix gun control.", " Obama was successful is fulfilling his campaign promises responding to pressing social issues.", -1.0
" The Trans-Pacific Partnership, which was solidified in the Obama administration, created several trade allies for the US.", " Obama was able to reach out to and create new allies for the US.", 1.0
" Obama was largely able to fulfil his promise of ending torture through his executive order on ensuring lawful interrogations and humane treatment of prisoners.", " Not only did Obama fail to fulfil most of his promises regarding the protection of human rights and civil liberties, his administration saw a further disregardation in such rights.", -1.0
" Obama was largely able to fulfil his promise of ending torture through his executive order on ensuring lawful interrogations and humane treatment of prisoners.", " There are many foreign policy actions - such as stances on torture and genocide - which do not require compromise but simply a domestic moral consensus. The US has also failed to take the moral high ground on these issues during the Obama administration.", -1.0
" The majority of Republicans approved of how Obama handled his job as president for a significant amount of his time in office.", " Obamas failure to build a functioning relationship with the Republican Party during his presidency is an example of how he failed to be a good president to all Americans.", -1.0
" The majority of Republicans approved of how Obama handled his job as president for a significant amount of his time in office.", " Even most of Obamas political opponents think he was a good role model as a president.", 1.0
" Because of this depletion, beneficiaries face benefit cuts across-the-board of around 19%.", " The Social Security Disability Insurance Trust Fund significantly depleted during Obamas presidency, adversely affecting many Americans, because of his failure to develop a long-term solution to prevent its bankruptcy.", 1.0
" Even as jobs and economic opportunities for workers in the region vanished, Obama continued to ignore the plight of those in the Rust Belt throughout the latter half of his Presidency.", " Obama did not adequately improve the economy, which is evidenced by his failed economic policies, as they were a big factor in the Democrats losing to Trump in the 2016 elections.", 1.0
" Obamas legislation to limit the power of lobbyists had several loopholes and proved ineffective.", " Obama failed in his promises to limit the influence of special interests and increase transparency in the legislature.", 1.0
" Much of the USs economys current strength is thanks to economic policies implemented by Obama. The fact that Americans were unable to acknowledge that these long-term policies were in fact working does not mean that Obama did not do the right thing.", " Obama did not adequately improve the economy, which is evidenced by his failed economic policies, as they were a big factor in the Democrats losing to Trump in the 2016 elections.", -1.0
" Obama tried to strengthen ties between the US and China in order to increase the prosperity of the two nations, despite the fact that China was becoming an aggressor in East Asia, and had a worsening human rights record.", " Many of Obamas foreign policies were unethical.", 1.0
" Obamas growing support for same-sex marriage angered several conservative Americans.", " Obamas social policies did not benefit religious and conservative Americans, as they undermined many of their core values.", 1.0
" Barack Obama pushed for investment in urban communities, which was extremely beneficial for the growth of black wealth.", " Obamas policies have been significantly beneficial for racial minorities in the US.", 1.0
" Though Obama often criticizes Trump for his policies and actions as unjust and unethical, he has committed similarly controversial acts in the past.", " The actions of Obama and his administration have been hypocritical and inconsistent, thus undermining his position as a good role model.", 1.0
" Obamas election as a president from being a freshman US Senator inspired other US Senators to bid for presidency during their freshman senate terms - including three republican senators: Marco Rubio, Rand Paul, and Ted Cruz.", " Even most of Obamas political opponents think he was a good role model as a president.", 1.0
" Obama extended the Family and Medical Leave Act of 1993 to include employees taking unpaid leave to care for the children of same-sex couples.", " Obamas social policies regarding LGBTQ+ individuals have elevated their social status and benefited them tremendously.", 1.0
" As of 2018 and since the Affordable Care Act became law, 20.1 million more Americans have health insurance.", " Obamas Affordable Care Act - dubbed Obamacare - has benefited millions of Americans.", 1.0
" All politicians need to adapt to rapidly changing political climates and situations. This can result in their policies appearing inconsistent, but often they are a consistent reflection of a changing public and political belief.", " The actions of Obama and his administration have been hypocritical and inconsistent, thus undermining his position as a good role model.", -1.0
" According to YouGov polls, Obama is described by his fans as intelligent, presidential, a good speaker, a leader and someone who stands up for ordinary people - all qualities that make a good role model.", " Many opinion polls provide evidence that people think Obama is a good role model.", 1.0
" Obamas Presidency still ended with a majority of the public disapproving of his actions on certain issues, including the economy.", " Since Obamas presidency ended with an overall approval rating of 57%, it can be said that he was a good President to most Americans.", -1.0
" Obama continued to allow for federal funding to faith-based groups, albeit increasing transparency, despite strong opposition to the action.", " Obamas social policies did not benefit religious and conservative Americans, as they undermined many of their core values.", -1.0
" Most opinion polls in the US may suffer from a Democratic bias within elite media corporations, therefore they are not credible.", " Many opinion polls provide evidence that people think Obama is a good role model.", -1.0
" Some of the financial and banking regulations introduced by Obama to deal with the 2009 financial crisis did more harm than good to the economy.", " Obama introduced financial and banking regulation to protect the economy.", -1.0
" Obamas decision to withdraw troops from Iraq, without catering to the power vacuum created, facilitated the rise of ISIS.", " Obama promised to end conflict in Iraq, but his withdrawal of troops has been criticised as a move that increased conflict in Iraq.", 1.0
" Obamas decision to withdraw troops from Iraq, without catering to the power vacuum created, facilitated the rise of ISIS.", " Obamas failure to recognise the resilience of authoritarian states and the ability of violent extremists to exploit power vacuums resulted in great devastation for developing countries in the Middle East during the Arab Spring.", 1.0
" Obamas decision to withdraw troops from Iraq, without catering to the power vacuum created, facilitated the rise of ISIS.", " Obamas foreign policy decisions intensified the threat of terrorism rather than reducing it.", 1.0
" Former President George W. Bush and Former First Lady Barbara Bush are seen as role-models for many married Americans.", " It is a truism to call Obama a good role model, since any President that gets elected needs to be considered a good role model by the people on some level in order to win.", 1.0
" Relations between the US and Israel were weakened during the Obama administration.", " The Obama administration created strains in the relationships between the US and its current allies.", 1.0
" While many Obama supporters criticise Trumps tough stance on immigration, Obama deported significantly more immigrants than Trump.", " Obama implemented the DACA - Deferred Action for Childhood Arrivals - Act, which benefited undocumented immigrants who were brought to the US as children.", -1.0
" While many Obama supporters criticise Trumps tough stance on immigration, Obama deported significantly more immigrants than Trump.", " Obama was unrepresentative and unsupportive of American immigrants, who are frequently overlooked in politics.", 1.0
" While many Obama supporters criticise Trumps tough stance on immigration, Obama deported significantly more immigrants than Trump.", " Though Obama often criticizes Trump for his policies and actions as unjust and unethical, he has committed similarly controversial acts in the past.", 1.0
" Since opinion polls are usually optional, they should not be considered a credible measure for determining if someone is a good role model or not, as they may only reflect the opinion of the group that decided to take part in the poll.", " Many opinion polls provide evidence that people think Obama is a good role model.", -1.0
" Obamas Jump-start Our Business Start-up (JOBS) Act created significant ease for minority business owners.", " Obamas policies have been significantly beneficial for racial minorities in the US.", 1.0
" Obama failed to keep his promise of recognising the Armenian genocide, while he was in office.", " Not only did Obama fail to fulfil most of his promises regarding the protection of human rights and civil liberties, his administration saw a further disregardation in such rights.", 1.0
" Income inequality reached its highest level since 1928 during Obamas presidency.", " Inequality stayed constant, and according to some indicators worsened, under the Obama administration.", 1.0
" The economic stimulus package saved or created around 2 million jobs by the fourth quarter of 2009.", " In 2009, Obama introduced a $787 billion economic stimulus package to end the Great Recession and boost economic growth.", 1.0
" Most presidents have performed worse in elections once they are in power. Obamas loss of votes was to be expected and is not reflective of how good or bad his presidency was.", " Obamas government lost the support of voters over the course of his presidency due to his failure to appeal to all Americans.", -1.0
" With the exception of the Affordable Care Act, the vast majority of major legislation that Obama pushed through Congress had bipartisan support.", " Obamas failure to build a functioning relationship with the Republican Party during his presidency is an example of how he failed to be a good president to all Americans.", -1.0
" With the exception of the Affordable Care Act, the vast majority of major legislation that Obama pushed through Congress had bipartisan support.", " A number of Obamas most important accomplishments were achieved through bipartisanship.", 1.0
" Obama has come under criticism for significantly expanding the scope of the Bush War on Terror through greatly increased use of drones in conflict zones.", " The Obama administration showed a strong commitment towards developing countries.", -1.0
" Despite his commitment to a world without nuclear weapons, Obama made fewer reductions to the US nuclear weapons stockpile than any president since the end of the cold war.", " Obama successfully fulfilled his promises regarding foreign policy.", -1.0
" In 2017, after his presidency, Obama became among the one of the few individuals to be awarded with the Department of Defense Medal for Distinguished Public Service.", " Obama has received many prestigious awards and honours which illustrates that he is a good role model to people.", 1.0
" Analysis of Obamas use of language during his presidency revealed that he was less positive than any president in modern times.", " Obama inspired hope and optimism.", -1.0
" Obama improved the economy of America.", " Barack Obama was a good President.", 1.0
" Obama failed to fulfill his campaign promises.", " Barack Obama was a good President.", -1.0
" Obama was a good role model to people.", " Barack Obama was a good President.", 1.0
" Obama failed to bridge the partisan divide and be a good President to all Americans.", " Barack Obama was a good President.", -1.0
" Obama was a foreign policy failure.", " Barack Obama was a good President.", -1.0
" Obama implemented many social policies which greatly benefited America.", " Barack Obama was a good President.", 1.0
" The Obama administration created strains in the relationships between the US and its current allies.", " Obama was a foreign policy failure.", 1.0
" Many of Obamas policies have since been repealed by Trump, showing that he was not a good president.", " Trump and Obama have had extremely differing policies and ideologies in their tenures.", 1.0
" Many of Obamas policies have since been repealed by Trump, showing that he was not a good president.", " Obama failed to bridge the partisan divide and be a good President to all Americans.", 1.0
" Being a good role model to people does not necessarily equate to being a good President.", " Obama was a good role model to people.", -1.0
" Given that Obama took office only two months before the American economys nadir, the improvement of the US economy during his tenure was almost inevitable.", " Obama improved the economy of America.", -1.0
" Obamas failure to build a functioning relationship with the Republican Party during his presidency is an example of how he failed to be a good president to all Americans.", " Obama failed to bridge the partisan divide and be a good President to all Americans.", -1.0
" Many opinion polls provide evidence that people think Obama is a good role model.", " Obama was a good role model to people.", 1.0
" Even most of Obamas political opponents think he was a good role model as a president.", " Obama was a good role model to people.", 1.0
" Since Obamas presidency ended with an overall approval rating of 57%, it can be said that he was a good President to most Americans.", " Obama failed to bridge the partisan divide and be a good President to all Americans.", -1.0
" The Obama administration showed a strong commitment towards developing countries.", " Obama was a foreign policy failure.", -1.0
" Obamas government lost the support of voters over the course of his presidency due to his failure to appeal to all Americans.", " Obama failed to bridge the partisan divide and be a good President to all Americans.", 1.0
" Obama was a role model for people who are traditionally overlooked in politics and leadership roles.", " Obama was a good role model to people.", 1.0
" The Obama administration has repeatedly failed in the Middle East.", " Obama was a foreign policy failure.", 1.0
" Obamas social policies regarding LGBTQ+ individuals have elevated their social status and benefited them tremendously.", " Obama implemented many social policies which greatly benefited America.", 1.0
" Obamas foreign policy decisions intensified the threat of terrorism rather than reducing it.", " Obama was a foreign policy failure.", 1.0
" Obama failed in his promises to limit the influence of special interests and increase transparency in the legislature.", " Obama failed to fulfill his campaign promises.", 1.0
" Obama has received many prestigious awards and honours which illustrates that he is a good role model to people.", " Obama was a good role model to people.", 1.0
" Obama inspired hope and optimism.", " Obama was a good role model to people.", 1.0
" The Social Security Disability Insurance Trust Fund significantly depleted during Obamas presidency, adversely affecting many Americans, because of his failure to develop a long-term solution to prevent its bankruptcy.", " Obama implemented many social policies which greatly benefited America.", -1.0
" Obama implemented the DACA - Deferred Action for Childhood Arrivals - Act, which benefited undocumented immigrants who were brought to the US as children.", " Obama was unrepresentative and unsupportive of American immigrants, who are frequently overlooked in politics.", -1.0
" Obama implemented the DACA - Deferred Action for Childhood Arrivals - Act, which benefited undocumented immigrants who were brought to the US as children.", " Obama implemented many social policies which greatly benefited America.", 1.0
" Obamas policies have been significantly beneficial for racial minorities in the US.", " Obama is not a fit role model for African American youth because his election was detrimental to the cause of racial justice.", -1.0
" Obamas policies have been significantly beneficial for racial minorities in the US.", " Obama implemented many social policies which greatly benefited America.", 1.0
" Obama did not adequately improve the economy, which is evidenced by his failed economic policies, as they were a big factor in the Democrats losing to Trump in the 2016 elections.", " Obama improved the economy of America.", -1.0
" Obama introduced financial and banking regulation to protect the economy.", " Obama improved the economy of America.", 1.0
" Obamas Affordable Care Act - dubbed Obamacare - has benefited millions of Americans.", " While Obama was able to pass the ACA, the rollout of Obamacare was a disaster, and many Americans were unable to benefit from it.", -1.0
" Obamas Affordable Care Act - dubbed Obamacare - has benefited millions of Americans.", " Obama implemented many social policies which greatly benefited America.", 1.0
" In 2009, Obama introduced a $787 billion economic stimulus package to end the Great Recession and boost economic growth.", " Obama improved the economy of America.", 1.0
" A lot of his do good concepts ended up as terrible financial failures that are still felt today.", " Obama improved the economy of America.", -1.0
